run_id,n,statuses,verdicts,throughput_p50,throughput_p95,throughput_n,rtt_p50,rtt_p95,rtt_n,ttfo_n_null,delfrac_p50,jain_min,jain_p50,jain_n,artifact_thr_p50,artifact_thr_p95,artifact_thr_n
fanout-verify-2sub-fullwindow,1,fail,mismatch,68619.0,68619.0,1,37.4278,37.4278,1,1,1.995591,1.0,1.0,1,68531.84713375795,68531.84713375795,1
