run_id,n,statuses,verdicts,throughput_p50,throughput_p95,throughput_n,rtt_p50,rtt_p95,rtt_n,ttfo_n_null,delfrac_p50,jain_min,jain_p50,jain_n,artifact_thr_p50,artifact_thr_p95,artifact_thr_n
fairness-3sub-asymmetric,1,pass,mismatch,275355.0,275355.0,1,56.1393,56.1393,1,1,0.997796,,,0,274650.47923322686,274650.47923322686,1
fairness-3sub-shared-egress-10m,1,pass,mismatch,276238.0,276238.0,1,57.9552,57.9552,1,1,0.997796,,,0,275530.76923076925,275530.76923076925,1
fairness-3sub-shared-egress-5m,1,pass,mismatch,199968.0,199968.0,1,28.7327,28.7327,1,1,0.997796,,,0,199456.14849187937,199456.14849187937,1
fairness-3sub-symmetric,1,pass,mismatch,277126.0,277126.0,1,53.7684,53.7684,1,1,0.997796,,,0,276416.72025723476,276416.72025723476,1
fairness-3sub-unconstrained,1,pass,mismatch,263566.0,263566.0,1,6.8724,6.8724,1,1,0.997796,,,0,262891.74311926606,262891.74311926606,1
fairness-4sub-bottleneck,1,pass,mismatch,272741.0,272741.0,1,246.1097,246.1097,1,1,0.997796,,,0,272043.0379746835,272043.0379746835,1
