run_id,n,statuses,verdicts,throughput_p50,throughput_p95,throughput_n,rtt_p50,rtt_p95,rtt_n,ttfo_n_null,delfrac_p50,jain_min,jain_p50,jain_n,artifact_thr_p50,artifact_thr_p95,artifact_thr_n
imquic-relay-d18-baseline,3,fail+fail+fail,mismatch+mismatch+mismatch,0.0,0.0,3,30.16,30.16,2,3,0.0,,,0,,,0
imquic-sub-d18-baseline,3,fail+fail+fail,mismatch+mismatch+mismatch,732.0,732.9,3,28.7935,28.7935,3,3,0.01279,,,0,732.1404903909875,733.4530928637998,3
moqrs-d18-baseline,3,pass+pass+pass,good+good+good,55928.0,56095.4,3,11.1001,11.1001,3,3,0.996826,,,0,55526.91029900333,55693.49102990033,3
moqrs-loss1pct,3,pass+pass+pass,good+good+good,55928.0,56095.4,3,10.8759,69.09087000000001,3,3,0.996826,,,0,55526.91029900333,55693.49102990033,3
moqrs-loss5pct,3,pass+pass+pass,good+good+good,56114.0,56114.0,3,7.5779,7.5779,3,3,0.996826,,,0,55712.0,55712.0,3
moqrs-pub-imquic-relay-imquic-sub-d18-baseline,3,fail+fail+fail,mismatch+mismatch+mismatch,589.0,589.9000000000001,3,34.462,34.462,3,3,0.010281,,,0,589.2501658925016,590.6615435353579,3
moxygen-relay-d18-baseline,3,fail+fail+fail,mismatch+mismatch+mismatch,0.0,0.0,3,,,0,3,0.0,,,0,,,0
moxygen-relay-imquic-sub-d18-baseline,3,fail+fail+fail,mismatch+mismatch+mismatch,442.0,442.0,3,,,0,3,0.007715,,,0,442.4966799468791,442.76129590166465,3
