run_id,n,statuses,verdicts,throughput_p50,throughput_p95,throughput_n,rtt_p50,rtt_p95,rtt_n,ttfo_n_null,delfrac_p50,jain_min,jain_p50,jain_n,artifact_thr_p50,artifact_thr_p95,artifact_thr_n
d16-basic-1seg,1,pass,good,55928.0,55928.0,1,41.111,41.111,1,1,0.996826,,,0,55526.91029900333,55526.91029900333,1
d16-fanout-2sub-1seg,1,pass,mismatch,26396.0,26396.0,1,29.2879,29.2879,1,1,3.987305,1.0,1.0,1,13103.567228537828,13103.567228537828,1
d16-fanout-2sub-mirror,1,partial,mismatch,14561.0,14561.0,1,57.0406,57.0406,1,1,0.42667,1.0,1.0,1,7106.124061635717,7106.124061635717,1
